Ville,Latitude,Longitude,Date,Hour,Day_Time,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Train,Hotel_1_Name,Hotel_1_Link,Hotel_1_Note,Hotel_2_Name,Hotel_2_Link,Hotel_2_Note,Hotel_3_Name,Hotel_3_Link,Hotel_3_Note,Hotel_4_Name,Hotel_4_Link,Hotel_4_Note,Hotel_5_Name,Hotel_5_Link,Hotel_5_Note
Albi,43.9277552,2.147899,2026-02-15,6,Morning,-0.23,-0.23,82,clear sky,0.0,600,-0.23,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-15,9,Morning,3.13,3.13,73,few clouds,0.0,500,3.13,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-15,12,Afternoon,6.52,6.52,70,scattered clouds,0.0,400,6.52,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-15,15,Afternoon,4.52,4.52,87,light rain,1.0,-10,4.52,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-15,18,Evening,4.64,4.64,99,moderate rain,1.0,-20,4.64,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-15,21,Evening,8.49,8.49,95,moderate rain,1.0,-20,8.49,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-16,0,Night,9.01,9.01,92,light rain,1.0,-10,9.01,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-16,3,Night,9.38,9.38,95,light rain,1.0,-10,9.38,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-16,6,Morning,9.43,9.43,95,light rain,1.0,-10,9.43,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-16,9,Morning,9.78,9.78,93,light rain,1.0,-10,9.78,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
Albi,43.9277552,2.147899,2026-02-16,12,Afternoon,10.6,10.6,95,light rain,1.0,-10,10.6,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Albi&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,KAKTUS Hotel Kaktus Albir,https://www.booking.com/hotel/es/kaktus-albir.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.2,Hotel La Riviera,https://www.booking.com/hotel/es/la-riviera-alfa-s-del-pi.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 8.9,Apartamento Albimar,https://www.booking.com/hotel/es/apartamento-albimar.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.2,Fin Albir Playa,https://www.booking.com/hotel/es/fin-albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 9.8,Albir Playa Hotel & Spa,https://www.booking.com/hotel/es/albir-playa.html?aid=304142&label=mkt123sc-264c9bf6-57f0-456f-a7cd-5cd864adbf6a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=774eb956b511d91045acf30f7c1f6719&srepoch=1770933696&from=searchresults,Scored 7.9
