Ville,Latitude,Longitude,Date,Hour,Day_Time,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Train,Hotel_1_Name,Hotel_1_Link,Hotel_1_Note,Hotel_2_Name,Hotel_2_Link,Hotel_2_Note,Hotel_3_Name,Hotel_3_Link,Hotel_3_Note,Hotel_4_Name,Hotel_4_Link,Hotel_4_Note,Hotel_5_Name,Hotel_5_Link,Hotel_5_Note
Paris,48.8534951,2.3483915,2026-02-13,0,Night,8.74,8.58,81,overcast clouds,0.0,200,8.66,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,3,Night,8.12,7.77,83,overcast clouds,0.0,200,7.944999999999999,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,6,Morning,7.92,7.92,83,overcast clouds,0.0,200,7.92,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,9,Morning,8.23,8.23,86,overcast clouds,0.0,200,8.23,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,12,Afternoon,9.11,9.11,77,light rain,0.54,-10,9.11,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,15,Afternoon,7.89,7.89,87,moderate rain,1.0,-20,7.89,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,18,Evening,7.78,7.78,89,moderate rain,1.0,-20,7.78,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-13,21,Evening,7.88,7.88,86,light rain,1.0,-10,7.88,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,0,Night,7.27,7.27,87,moderate rain,1.0,-20,7.27,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,3,Night,4.67,4.67,79,light rain,1.0,-10,4.67,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,6,Morning,3.18,3.18,71,overcast clouds,0.79,200,3.18,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,9,Morning,3.15,3.15,65,overcast clouds,0.0,200,3.15,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,12,Afternoon,4.53,4.53,54,broken clouds,0.0,300,4.53,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,15,Afternoon,5.94,5.94,42,few clouds,0.0,500,5.94,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,18,Evening,4.94,4.94,51,few clouds,0.0,500,4.94,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-14,21,Evening,3.91,3.91,57,clear sky,0.0,600,3.91,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,0,Night,3.31,3.31,62,scattered clouds,0.0,400,3.31,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,3,Night,3.24,3.24,63,overcast clouds,0.0,200,3.24,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,6,Morning,3.24,3.24,63,overcast clouds,0.0,200,3.24,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,9,Morning,1.74,1.74,84,light snow,1.0,-20,1.74,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,12,Afternoon,1.1,1.1,96,snow,1.0,-40,1.1,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,15,Afternoon,1.27,1.27,98,moderate rain,1.0,-20,1.27,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,18,Evening,2.15,2.15,98,overcast clouds,0.8,200,2.15,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-15,21,Evening,3.35,3.35,99,light rain,1.0,-10,3.35,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,0,Night,6.3,6.3,98,moderate rain,1.0,-20,6.3,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,3,Night,7.85,7.85,86,light rain,1.0,-10,7.85,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,6,Morning,7.57,7.57,84,light rain,1.0,-10,7.57,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,9,Morning,7.47,7.47,81,overcast clouds,0.0,200,7.47,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,12,Afternoon,9.95,9.95,66,light rain,0.2,-10,9.95,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,15,Afternoon,10.37,10.37,60,light rain,0.85,-10,10.37,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,18,Evening,8.2,8.2,67,light rain,0.2,-10,8.2,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-16,21,Evening,6.43,6.43,82,light rain,0.33,-10,6.43,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,0,Night,6.28,6.28,74,light rain,0.2,-10,6.28,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,3,Night,5.96,5.96,89,light rain,1.0,-10,5.96,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,6,Morning,6.33,6.33,82,light rain,1.0,-10,6.33,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,9,Morning,7.09,7.09,61,overcast clouds,0.0,200,7.09,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,12,Afternoon,9.29,9.29,55,broken clouds,0.0,300,9.29,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,15,Afternoon,10.42,10.42,51,overcast clouds,0.0,200,10.42,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,18,Evening,8.82,8.82,64,overcast clouds,0.0,200,8.82,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Paris,48.8534951,2.3483915,2026-02-17,21,Evening,7.93,7.93,75,light rain,0.2,-10,7.93,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Paris&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,,,,,,,,,,,,,,,
Lyon,45.7578137,4.8320114,2026-02-13,0,Night,8.31,8.26,76,overcast clouds,0.0,200,8.285,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-13,3,Night,7.12,6.51,81,broken clouds,0.0,300,6.815,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-13,6,Morning,4.91,4.91,90,scattered clouds,0.0,400,4.91,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-13,9,Morning,6.89,6.89,77,overcast clouds,0.0,200,6.89,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
Lyon,45.7578137,4.8320114,2026-02-13,12,Afternoon,9.6,9.6,64,overcast clouds,0.0,200,9.6,2026-02-12,https://www.sncf-connect.com/app/home/search/od?originLabel=Paris&originId=RESARAIL_STA_8768600&destinationLabel=Lyon&destinationId=RESARAIL_STA_8774678&outwardDateTime=2025-01-15T08:30:00&directTrains=true,Hôtel de l'Abbaye Lyon - Boutique Hôtel,https://www.booking.com/hotel/fr/de-l-39-abbaye-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 9.2,InterContinental Lyon - Hotel Dieu by IHG,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.0,Bayard Bellecour,https://www.booking.com/hotel/fr/bayard-bellecour.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.8,Pullman Lyon,https://www.booking.com/hotel/fr/pullman-lyon.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from_sustainable_property_sr=1&from=searchresults,Scored 9.1,Mercure Lyon Centre Beaux-Arts,https://www.booking.com/hotel/fr/lyon-beaux-arts.html?aid=304142&label=mkt123sc-486e9076-888a-47e1-9a80-778b34c593c1&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=440071d439a566a06cd1c2222950bcf8&srepoch=1770933695&from=searchresults,Scored 8.5
