Ville,Latitude,Longitude,Date,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Hour,Day_Time
Le Mans,48.0073849,0.1967849,2024-12-17 00:00:00,8.34,8.34,84,overcast clouds,0.0,200,8.34,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,3.98,3.98,86,broken clouds,0.0,300,3.98,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,3.58,3.58,83,clear sky,0.0,600,3.58,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,4.12,4.12,80,broken clouds,0.0,300,4.12,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,6.51,6.51,75,overcast clouds,0.0,200,6.51,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,11.79,11.79,64,overcast clouds,0.0,200,11.79,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,9.69,9.69,79,broken clouds,0.0,300,9.69,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,6.48,6.48,73,overcast clouds,0.0,200,6.48,2024-12-13,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-17 00:00:00,6.45,6.45,65,overcast clouds,0.0,200,6.45,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,9.77,9.77,92,broken clouds,0.0,300,9.77,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,10.86,10.86,83,overcast clouds,0.0,200,10.86,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,10.48,10.48,86,overcast clouds,0.0,200,10.48,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,10.8,10.8,87,overcast clouds,0.0,200,10.8,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,11.99,11.99,84,overcast clouds,0.0,200,11.99,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,12.97,12.97,71,overcast clouds,0.0,200,12.97,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,12.8,12.8,83,light rain,0.96,-10,12.8,2024-12-13,,
Brest,48.3905283,-4.4860088,2024-12-17 00:00:00,12.41,12.41,88,light rain,1.0,-10,12.41,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,6.5,6.5,48,clear sky,0.0,600,6.5,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,5.98,5.98,49,broken clouds,0.0,300,5.98,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,5.38,5.38,49,scattered clouds,0.0,400,5.38,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,7.18,7.18,42,scattered clouds,0.0,400,7.18,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,10.91,10.91,31,scattered clouds,0.0,400,10.91,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,10.88,10.88,33,broken clouds,0.0,300,10.88,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,8.66,8.66,41,broken clouds,0.0,300,8.66,2024-12-13,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-17 00:00:00,7.42,7.42,55,broken clouds,0.0,300,7.42,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,6.93,6.93,93,overcast clouds,0.0,200,6.93,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,6.24,6.24,93,few clouds,0.0,500,6.24,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,5.73,5.73,94,scattered clouds,0.0,400,5.73,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,6.18,6.18,95,overcast clouds,0.0,200,6.18,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,8.95,8.95,86,overcast clouds,0.0,200,8.95,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,8.3,8.3,85,overcast clouds,0.0,200,8.3,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,7.57,7.57,86,overcast clouds,0.0,200,7.57,2024-12-13,,
Amiens,49.8941708,2.2956951,2024-12-17 00:00:00,7.93,7.93,84,overcast clouds,0.0,200,7.93,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,4.53,4.53,94,broken clouds,0.0,300,4.53,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,3.99,3.99,94,broken clouds,0.0,300,3.99,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,3.7,3.7,91,broken clouds,0.0,300,3.7,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,5.64,5.64,85,overcast clouds,0.0,200,5.64,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,9.89,9.89,70,overcast clouds,0.0,200,9.89,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,8.99,8.99,78,overcast clouds,0.0,200,8.99,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,5.85,5.85,86,overcast clouds,0.0,200,5.85,2024-12-13,,
Limoges,45.8354243,1.2644847,2024-12-17 00:00:00,6.0,6.0,81,overcast clouds,0.0,200,6.0,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,0.87,0.87,93,few clouds,0.0,500,0.87,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,0.68,0.68,91,overcast clouds,0.0,200,0.68,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,0.53,0.53,90,broken clouds,0.0,300,0.53,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,4.62,4.62,82,clear sky,0.0,600,4.62,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,9.16,9.16,75,few clouds,0.0,500,9.16,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,6.5,6.5,91,broken clouds,0.0,300,6.5,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,3.64,3.64,89,broken clouds,0.0,300,3.64,2024-12-13,,
Annecy,45.8992348,6.1288847,2024-12-17 00:00:00,3.2,3.2,86,overcast clouds,0.0,200,3.2,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,7.83,7.83,78,clear sky,0.0,600,7.83,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,7.35,7.35,80,broken clouds,0.0,300,7.35,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,6.97,6.97,81,scattered clouds,0.0,400,6.97,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,8.78,8.78,74,few clouds,0.0,500,8.78,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,12.25,12.25,63,scattered clouds,0.0,400,12.25,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,12.27,12.27,66,broken clouds,0.0,300,12.27,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,9.6,9.6,83,overcast clouds,0.0,200,9.6,2024-12-13,,
Perpignan,42.6985304,2.8953121,2024-12-17 00:00:00,8.74,8.74,88,overcast clouds,0.0,200,8.74,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,10.64,10.64,92,light rain,0.2,-10,10.64,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,10.42,10.42,91,overcast clouds,0.0,200,10.42,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,9.5,9.5,91,broken clouds,0.0,300,9.5,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,8.81,8.81,89,overcast clouds,0.0,200,8.81,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,9.33,9.33,88,overcast clouds,0.0,200,9.33,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,9.78,9.78,84,overcast clouds,0.0,200,9.78,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,9.42,9.42,84,overcast clouds,0.0,200,9.42,2024-12-13,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-17 00:00:00,9.56,9.56,86,light rain,0.2,-10,9.56,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,7.7,7.7,69,broken clouds,0.0,300,7.7,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,7.34,7.34,68,clear sky,0.0,600,7.34,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,7.13,7.13,67,few clouds,0.0,500,7.13,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,8.17,8.17,64,overcast clouds,0.0,200,8.17,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,12.2,12.2,58,overcast clouds,0.0,200,12.2,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,12.34,12.34,66,overcast clouds,0.0,200,12.34,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,10.8,10.8,65,overcast clouds,0.0,200,10.8,2024-12-13,,
Biarritz,43.47114375,-1.552726590666314,2024-12-17 00:00:00,10.29,10.29,59,overcast clouds,0.0,200,10.29,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,6.29,6.29,94,broken clouds,0.0,300,6.29,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,5.6,5.6,94,scattered clouds,0.0,400,5.6,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,5.43,5.43,96,broken clouds,0.0,300,5.43,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,6.06,6.06,96,overcast clouds,0.0,200,6.06,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,9.53,9.53,79,overcast clouds,0.0,200,9.53,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,8.64,8.64,85,overcast clouds,0.0,200,8.64,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,8.64,8.64,82,overcast clouds,0.0,200,8.64,2024-12-13,,
Caen,49.1813403,-0.3635615,2024-12-17 00:00:00,9.37,9.37,78,overcast clouds,0.0,200,9.37,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,5.28,5.28,97,overcast clouds,0.0,200,5.28,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,5.3,5.3,98,overcast clouds,0.0,200,5.3,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,6.04,6.04,96,overcast clouds,0.0,200,6.04,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,6.56,6.56,94,overcast clouds,0.0,200,6.56,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,7.87,7.87,89,overcast clouds,0.0,200,7.87,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,7.74,7.74,90,overcast clouds,0.0,200,7.74,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,5.86,5.86,95,overcast clouds,0.0,200,5.86,2024-12-13,,
Metz,49.1196964,6.1763552,2024-12-17 00:00:00,5.73,5.73,95,overcast clouds,0.0,200,5.73,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,3.89,3.89,96,broken clouds,0.0,300,3.89,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,3.29,3.29,96,overcast clouds,0.0,200,3.29,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,3.3,3.3,95,overcast clouds,0.0,200,3.3,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,5.16,5.16,91,few clouds,0.0,500,5.16,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,8.63,8.63,82,few clouds,0.0,500,8.63,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,6.79,6.79,92,scattered clouds,0.0,400,6.79,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,4.73,4.73,94,broken clouds,0.0,300,4.73,2024-12-13,,
Besançon,47.2380222,6.0243622,2024-12-17 00:00:00,4.42,4.42,90,overcast clouds,0.0,200,4.42,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,6.18,6.18,97,overcast clouds,0.0,200,6.18,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,5.44,5.44,95,few clouds,0.0,500,5.44,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,4.87,4.87,93,scattered clouds,0.0,400,4.87,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,5.23,5.23,89,overcast clouds,0.0,200,5.23,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,8.24,8.24,78,overcast clouds,0.0,200,8.24,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,8.46,8.46,81,overcast clouds,0.0,200,8.46,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,6.88,6.88,87,overcast clouds,0.0,200,6.88,2024-12-13,,
Orléans,47.9027336,1.9086066,2024-12-17 00:00:00,7.42,7.42,80,overcast clouds,0.0,200,7.42,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,7.13,7.13,93,overcast clouds,0.0,200,7.13,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,6.28,6.28,94,scattered clouds,0.0,400,6.28,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,5.79,5.79,95,broken clouds,0.0,300,5.79,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,6.24,6.24,96,overcast clouds,0.0,200,6.24,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,9.18,9.18,81,overcast clouds,0.0,200,9.18,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,9.07,9.07,82,overcast clouds,0.0,200,9.07,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,8.53,8.53,85,overcast clouds,0.0,200,8.53,2024-12-13,,
Rouen,49.4404591,1.0939658,2024-12-17 00:00:00,8.62,8.62,80,overcast clouds,0.0,200,8.62,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,4.11,4.11,86,clear sky,0.0,600,4.11,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,3.59,3.59,84,broken clouds,0.0,300,3.59,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,3.23,3.23,81,scattered clouds,0.0,400,3.23,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,5.55,5.55,68,few clouds,0.0,500,5.55,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,9.81,9.81,50,scattered clouds,0.0,400,9.81,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,9.83,9.83,51,broken clouds,0.0,300,9.83,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,6.55,6.55,58,broken clouds,0.0,300,6.55,2024-12-13,,
Avignon,43.9492493,4.8059012,2024-12-17 00:00:00,5.54,5.54,58,overcast clouds,0.0,200,5.54,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,6.16,6.16,69,broken clouds,0.0,300,6.16,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,5.98,5.98,65,few clouds,0.0,500,5.98,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,5.71,5.71,64,scattered clouds,0.0,400,5.71,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,8.3,8.3,62,broken clouds,0.0,300,8.3,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,12.62,12.62,58,overcast clouds,0.0,200,12.62,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,11.93,11.93,68,overcast clouds,0.0,200,11.93,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,9.99,9.99,69,overcast clouds,0.0,200,9.99,2024-12-13,,
Pau,43.2957547,-0.3685668,2024-12-17 00:00:00,10.83,10.83,56,overcast clouds,0.0,200,10.83,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,6.05,6.05,92,overcast clouds,0.0,200,6.05,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,5.9,5.9,93,overcast clouds,0.0,200,5.9,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,5.06,5.06,91,overcast clouds,0.0,200,5.06,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,5.95,5.95,85,overcast clouds,0.0,200,5.95,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,9.88,9.88,67,overcast clouds,0.0,200,9.88,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,9.23,9.23,73,overcast clouds,0.0,200,9.23,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,7.94,7.94,78,overcast clouds,0.0,200,7.94,2024-12-13,,
Poitiers,46.5802596,0.340196,2024-12-17 00:00:00,7.08,7.08,78,overcast clouds,0.0,200,7.08,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,4.55,4.55,94,broken clouds,0.0,300,4.55,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,4.33,4.33,94,overcast clouds,0.0,200,4.33,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,4.69,4.69,90,overcast clouds,0.0,200,4.69,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,4.69,4.69,86,scattered clouds,0.0,400,4.69,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,7.48,7.48,72,scattered clouds,0.0,400,7.48,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,6.73,6.73,79,broken clouds,0.0,300,6.73,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,5.16,5.16,86,broken clouds,0.0,300,5.16,2024-12-13,,
Mulhouse,47.7467233,7.3389937,2024-12-17 00:00:00,4.33,4.33,89,overcast clouds,0.0,200,4.33,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,8.59,8.59,91,overcast clouds,0.0,200,8.59,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,8.07,8.07,86,overcast clouds,0.0,200,8.07,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,7.47,7.47,84,overcast clouds,0.0,200,7.47,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,7.95,7.95,81,overcast clouds,0.0,200,7.95,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,9.91,9.91,79,overcast clouds,0.0,200,9.91,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,10.82,10.82,84,overcast clouds,0.0,200,10.82,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,10.01,10.01,82,overcast clouds,0.0,200,10.01,2024-12-13,,
La Rochelle,46.159732,-1.1515951,2024-12-17 00:00:00,10.45,10.45,72,overcast clouds,0.0,200,10.45,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,6.51,6.51,72,broken clouds,0.0,300,6.51,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,6.06,6.06,71,clear sky,0.0,600,6.06,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,5.89,5.89,70,few clouds,0.0,500,5.89,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,7.31,7.31,66,overcast clouds,0.0,200,7.31,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,12.09,12.09,59,overcast clouds,0.0,200,12.09,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,12.03,12.03,69,overcast clouds,0.0,200,12.03,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,10.13,10.13,68,overcast clouds,0.0,200,10.13,2024-12-13,,
Bayonne,43.4945144,-1.4736657,2024-12-17 00:00:00,9.57,9.57,61,overcast clouds,0.0,200,9.57,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,6.18,6.18,95,broken clouds,0.0,300,6.18,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,5.66,5.66,96,overcast clouds,0.0,200,5.66,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,5.09,5.09,96,overcast clouds,0.0,200,5.09,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,6.41,6.41,91,few clouds,0.0,500,6.41,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,9.09,9.09,78,scattered clouds,0.0,400,9.09,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,7.47,7.47,85,broken clouds,0.0,300,7.47,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,6.01,6.01,89,broken clouds,0.0,300,6.01,2024-12-13,,
Colmar,48.0777517,7.3579641,2024-12-17 00:00:00,5.5,5.5,88,overcast clouds,0.0,200,5.5,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,0.39,0.39,94,broken clouds,0.0,300,0.39,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,0.79,0.79,90,overcast clouds,0.0,200,0.79,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,0.36,0.36,90,broken clouds,0.0,300,0.36,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,4.72,4.72,80,few clouds,0.0,500,4.72,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,9.83,9.83,71,scattered clouds,0.0,400,9.83,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,6.87,6.87,94,broken clouds,0.0,300,6.87,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,3.08,3.08,96,broken clouds,0.0,300,3.08,2024-12-13,,
Chambéry,45.5662672,5.9203636,2024-12-17 00:00:00,2.38,2.38,92,overcast clouds,0.0,200,2.38,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,8.35,8.35,65,broken clouds,0.0,300,8.35,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,8.16,8.16,64,few clouds,0.0,500,8.16,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,7.77,7.77,62,scattered clouds,0.0,400,7.77,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,10.12,10.12,61,overcast clouds,0.0,200,10.12,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,15.74,15.74,56,overcast clouds,0.0,200,15.74,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,13.06,13.06,71,overcast clouds,0.0,200,13.06,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,10.06,10.06,67,overcast clouds,0.0,200,10.06,2024-12-13,,
Lourdes,43.0940904,-0.0464975,2024-12-17 00:00:00,10.6,10.6,60,overcast clouds,0.0,200,10.6,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,7.69,7.69,93,broken clouds,0.0,300,7.69,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,7.26,7.26,94,overcast clouds,0.0,200,7.26,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,7.17,7.17,94,overcast clouds,0.0,200,7.17,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,7.48,7.48,92,overcast clouds,0.0,200,7.48,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,8.86,8.86,89,overcast clouds,0.0,200,8.86,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,10.11,10.11,89,overcast clouds,0.0,200,10.11,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,10.38,10.38,89,overcast clouds,0.0,200,10.38,2024-12-13,,
Saint-Malo,48.649518,-2.0260409,2024-12-17 00:00:00,11.12,11.12,81,overcast clouds,0.04,200,11.12,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,1.73,1.73,56,clear sky,0.0,600,1.73,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,1.73,1.73,56,broken clouds,0.0,300,1.73,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,2.06,2.06,56,broken clouds,0.0,300,2.06,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,6.02,6.02,66,clear sky,0.0,600,6.02,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,6.91,6.91,99,clear sky,0.0,600,6.91,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,5.97,5.97,60,few clouds,0.0,500,5.97,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,2.87,2.87,50,scattered clouds,0.0,400,2.87,2024-12-13,,
Chamonix-Mont-Blanc,45.9246705,6.8727506,2024-12-17 00:00:00,3.54,3.54,51,overcast clouds,0.0,200,3.54,2024-12-13,,
Arles,43.6776223,4.6309653,2024-12-17 00:00:00,4.59,4.59,82,clear sky,0.0,600,4.59,2024-12-13,,
Arles,43.6776223,4.6309653,2024-12-17 00:00:00,4.08,4.08,83,broken clouds,0.0,300,4.08,2024-12-13,,
Arles,43.6776223,4.6309653,2024-12-17 00:00:00,3.61,3.61,81,scattered clouds,0.0,400,3.61,2024-12-13,,
Arles,43.6776223,4.6309653,2024-12-17 00:00:00,6.12,6.12,69,few clouds,0.0,500,6.12,2024-12-13,,
Arles,43.6776223,4.6309653,2024-12-17 00:00:00,10.43,10.43,51,few clouds,0.0,500,10.43,2024-12-13,,
Arles,43.6776223,4.6309653,2024-12-17 00:00:00,10.44,10.44,55,scattered clouds,0.0,400,10.44,2024-12-13,,
