Ville,Latitude,Longitude,Date,Temp_Max,Temp_Min,Humidity,Weather,Rain_Probability,Weather_Score,Temp_Avg,Run_Date,Hour,Day_Time
Paris,48.8588897,2.3200410217200766,2024-12-04,6.94,6.94,82,overcast clouds,0.0,200,6.94,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,7.52,7.52,81,overcast clouds,0.0,200,7.52,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,6.74,6.74,75,overcast clouds,0.0,200,6.74,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,6.69,6.69,73,overcast clouds,0.0,200,6.69,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,6.58,6.58,77,light rain,0.25,-10,6.58,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,6.82,6.82,81,overcast clouds,0.0,200,6.82,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,6.94,6.94,79,overcast clouds,0.0,200,6.94,2024-11-30,,
Paris,48.8588897,2.3200410217200766,2024-12-04,6.34,6.34,83,overcast clouds,0.0,200,6.34,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,9.33,9.33,65,broken clouds,0.0,300,9.33,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,8.27,8.27,70,clear sky,0.0,600,8.27,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,7.73,7.73,72,scattered clouds,0.0,400,7.73,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,7.9,7.9,67,overcast clouds,0.0,200,7.9,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,10.36,10.36,53,overcast clouds,0.0,200,10.36,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,11.19,11.19,52,clear sky,0.0,600,11.19,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,10.6,10.6,53,clear sky,0.0,600,10.6,2024-11-30,,
Marseille,43.2961743,5.3699525,2024-12-04,9.74,9.74,57,clear sky,0.0,600,9.74,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,3.86,3.86,83,scattered clouds,0.0,400,3.86,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,3.25,3.25,85,overcast clouds,0.0,200,3.25,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,2.76,2.76,86,overcast clouds,0.0,200,2.76,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,4.51,4.51,80,overcast clouds,0.0,200,4.51,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,6.36,6.36,74,overcast clouds,0.0,200,6.36,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,6.46,6.46,73,broken clouds,0.0,300,6.46,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,4.41,4.41,83,scattered clouds,0.0,400,4.41,2024-11-30,,
Lyon,45.7578137,4.8320114,2024-12-04,3.85,3.85,86,scattered clouds,0.0,400,3.85,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,7.94,7.94,82,broken clouds,0.0,300,7.94,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,7.76,7.76,84,overcast clouds,0.0,200,7.76,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,8.08,8.08,85,light rain,0.66,-10,8.08,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,8.66,8.66,88,light rain,0.22,-10,8.66,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,11.18,11.18,79,light rain,0.27,-10,11.18,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,12.33,12.33,73,light rain,0.8,-10,12.33,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,10.25,10.25,83,broken clouds,0.25,300,10.25,2024-11-30,,
Toulouse,43.6044622,1.4442469,2024-12-04,9.53,9.53,90,light rain,0.2,-10,9.53,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,11.6,11.6,71,overcast clouds,0.0,200,11.6,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,11.56,11.56,68,broken clouds,0.0,300,11.56,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,11.14,11.14,62,light rain,0.2,-10,11.14,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,11.72,11.72,61,light rain,0.35,-10,11.72,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,12.92,12.92,65,light rain,0.35,-10,12.92,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,12.71,12.71,69,overcast clouds,0.0,200,12.71,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,11.49,11.49,74,broken clouds,0.0,300,11.49,2024-11-30,,
Nice,43.7009358,7.2683912,2024-12-04,10.8,10.8,66,clear sky,0.0,600,10.8,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,7.17,7.17,85,overcast clouds,0.0,200,7.17,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,8.24,8.24,86,overcast clouds,0.0,200,8.24,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,10.67,10.67,89,light rain,1.0,-10,10.67,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,7.33,7.33,85,overcast clouds,0.0,200,7.33,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,10.46,10.46,69,broken clouds,0.0,300,10.46,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,9.85,9.85,73,overcast clouds,0.0,200,9.85,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,8.23,8.23,81,overcast clouds,0.0,200,8.23,2024-11-30,,
Nantes,47.2186371,-1.5541362,2024-12-04,8.1,8.1,82,overcast clouds,0.0,200,8.1,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,5.58,5.58,89,light rain,0.41,-10,5.58,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,5.79,5.79,85,light rain,0.97,-10,5.79,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,5.09,5.09,88,light rain,1.0,-10,5.09,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,5.01,5.01,86,light rain,0.5,-10,5.01,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,5.53,5.53,81,overcast clouds,0.29,200,5.53,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,5.5,5.5,82,overcast clouds,0.0,200,5.5,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,4.12,4.12,89,overcast clouds,0.0,200,4.12,2024-11-30,,
Strasbourg,48.584614,7.7507127,2024-12-04,3.16,3.16,92,broken clouds,0.0,300,3.16,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,7.6,7.6,67,scattered clouds,0.0,400,7.6,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,6.91,6.91,67,broken clouds,0.0,300,6.91,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,6.32,6.32,67,broken clouds,0.0,300,6.32,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,8.03,8.03,59,broken clouds,0.0,300,8.03,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,11.96,11.96,41,scattered clouds,0.0,400,11.96,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,11.99,11.99,54,clear sky,0.0,600,11.99,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,9.73,9.73,69,few clouds,0.0,500,9.73,2024-11-30,,
Montpellier,43.6112422,3.8767337,2024-12-04,8.65,8.65,72,few clouds,0.0,500,8.65,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,9.16,9.16,79,overcast clouds,0.0,200,9.16,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,7.7,7.7,88,scattered clouds,0.0,400,7.7,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,8.96,8.96,88,broken clouds,0.0,300,8.96,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,9.5,9.5,87,overcast clouds,0.0,200,9.5,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,13.4,13.4,76,overcast clouds,0.0,200,13.4,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,12.28,12.28,78,light rain,0.22,-10,12.28,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,9.43,9.43,81,overcast clouds,0.0,200,9.43,2024-11-30,,
Bordeaux,44.841225,-0.5800364,2024-12-04,9.48,9.48,79,overcast clouds,0.0,200,9.48,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,4.4,4.4,83,broken clouds,0.0,300,4.4,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,4.08,4.08,88,overcast clouds,0.0,200,4.08,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,4.11,4.11,92,overcast clouds,0.0,200,4.11,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,4.52,4.52,90,broken clouds,0.0,300,4.52,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,6.88,6.88,81,broken clouds,0.0,300,6.88,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,7.13,7.13,81,overcast clouds,0.0,200,7.13,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,6.2,6.2,83,broken clouds,0.0,300,6.2,2024-11-30,,
Lille,50.6365654,3.0635282,2024-12-04,6.4,6.4,82,overcast clouds,0.0,200,6.4,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,7.55,7.55,84,overcast clouds,0.0,200,7.55,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,8.52,8.52,92,light rain,1.0,-10,8.52,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,7.48,7.48,84,light rain,1.0,-10,7.48,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,8.46,8.46,80,overcast clouds,0.0,200,8.46,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,9.7,9.7,78,overcast clouds,0.0,200,9.7,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,9.19,9.19,75,overcast clouds,0.0,200,9.19,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,7.84,7.84,82,overcast clouds,0.0,200,7.84,2024-11-30,,
Rennes,48.1113387,-1.6800198,2024-12-04,7.36,7.36,86,overcast clouds,0.0,200,7.36,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,5.63,5.63,93,overcast clouds,0.0,200,5.63,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,5.23,5.23,91,light rain,0.2,-10,5.23,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,4.62,4.62,88,overcast clouds,0.0,200,4.62,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,5.25,5.25,89,broken clouds,0.0,300,5.25,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,7.41,7.41,81,broken clouds,0.0,300,7.41,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,6.71,6.71,83,broken clouds,0.0,300,6.71,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,5.11,5.11,88,broken clouds,0.0,300,5.11,2024-11-30,,
Reims,49.2577886,4.031926,2024-12-04,5.62,5.62,86,overcast clouds,0.0,200,5.62,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,8.82,8.82,75,overcast clouds,0.0,200,8.82,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,7.87,7.87,84,overcast clouds,0.01,200,7.87,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,8.29,8.29,89,moderate rain,1.0,-20,8.29,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,8.32,8.32,87,scattered clouds,0.0,400,8.32,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,9.11,9.11,82,scattered clouds,0.0,400,9.11,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,9.25,9.25,80,overcast clouds,0.0,200,9.25,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,8.78,8.78,81,overcast clouds,0.0,200,8.78,2024-11-30,,
Le Havre,49.4938975,0.1079732,2024-12-04,8.67,8.67,89,overcast clouds,0.0,200,8.67,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,-0.7,-0.7,94,broken clouds,0.0,300,-0.7,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,-0.73,-0.73,95,overcast clouds,0.0,200,-0.73,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,0.29,0.29,92,overcast clouds,0.0,200,0.29,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,1.78,1.78,86,overcast clouds,0.0,200,1.78,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,4.64,4.64,72,broken clouds,0.0,300,4.64,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,4.42,4.42,75,scattered clouds,0.0,400,4.42,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,0.77,0.77,88,scattered clouds,0.0,400,0.77,2024-11-30,,
Saint-Étienne,45.4401467,4.3873058,2024-12-04,2.95,2.95,77,broken clouds,0.0,300,2.95,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,9.29,9.29,66,broken clouds,0.0,300,9.29,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,8.82,8.82,67,few clouds,0.0,500,8.82,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,8.65,8.65,63,scattered clouds,0.0,400,8.65,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,9.94,9.94,54,overcast clouds,0.0,200,9.94,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,11.87,11.87,51,overcast clouds,0.0,200,11.87,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,12.6,12.6,49,broken clouds,0.0,300,12.6,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,11.14,11.14,52,scattered clouds,0.0,400,11.14,2024-11-30,,
Toulon,43.1257311,5.9304919,2024-12-04,10.59,10.59,53,clear sky,0.0,600,10.59,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,4.14,4.14,99,overcast clouds,0.0,200,4.14,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,3.73,3.73,98,overcast clouds,0.0,200,3.73,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,3.73,3.73,96,overcast clouds,0.0,200,3.73,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,4.24,4.24,94,light snow,0.2,-20,4.24,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,5.37,5.37,87,overcast clouds,0.0,200,5.37,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,5.83,5.83,84,overcast clouds,0.0,200,5.83,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,2.86,2.86,94,broken clouds,0.0,300,2.86,2024-11-30,,
Grenoble,45.1875602,5.7357819,2024-12-04,1.92,1.92,95,few clouds,0.0,500,1.92,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,2.09,2.09,89,broken clouds,0.0,300,2.09,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,1.9,1.9,89,overcast clouds,0.0,200,1.9,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,1.46,1.46,90,overcast clouds,0.0,200,1.46,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,3.81,3.81,88,overcast clouds,0.0,200,3.81,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,5.19,5.19,84,overcast clouds,0.0,200,5.19,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,5.13,5.13,85,overcast clouds,0.0,200,5.13,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,2.55,2.55,92,broken clouds,0.0,300,2.55,2024-11-30,,
Dijon,47.3215806,5.0414701,2024-12-04,1.48,1.48,93,scattered clouds,0.0,400,1.48,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,5.62,5.62,81,overcast clouds,0.0,200,5.62,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,6.66,6.66,87,light rain,0.2,-10,6.66,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,7.15,7.15,95,light rain,1.0,-10,7.15,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,7.6,7.6,89,light rain,0.66,-10,7.6,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,10.08,10.08,73,overcast clouds,0.37,200,10.08,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,9.44,9.44,80,overcast clouds,0.0,200,9.44,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,7.15,7.15,88,overcast clouds,0.0,200,7.15,2024-11-30,,
Angers,47.4739884,-0.5515588,2024-12-04,7.3,7.3,87,overcast clouds,0.0,200,7.3,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,5.61,5.61,63,few clouds,0.0,500,5.61,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,4.88,4.88,65,scattered clouds,0.0,400,4.88,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,5.16,5.16,63,broken clouds,0.0,300,5.16,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,6.93,6.93,59,overcast clouds,0.0,200,6.93,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,10.5,10.5,48,broken clouds,0.0,300,10.5,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,9.71,9.71,57,clear sky,0.0,600,9.71,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,6.58,6.58,69,clear sky,0.0,600,6.58,2024-11-30,,
Nîmes,43.8374249,4.3600687,2024-12-04,5.4,5.4,74,few clouds,0.0,500,5.4,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,4.03,4.03,83,scattered clouds,0.0,400,4.03,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,3.43,3.43,84,overcast clouds,0.0,200,3.43,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,2.92,2.92,85,overcast clouds,0.0,200,2.92,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,4.51,4.51,80,overcast clouds,0.0,200,4.51,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,6.25,6.25,75,overcast clouds,0.0,200,6.25,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,6.47,6.47,73,broken clouds,0.0,300,6.47,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,4.47,4.47,83,scattered clouds,0.0,400,4.47,2024-11-30,,
Villeurbanne,45.7733573,4.8868454,2024-12-04,3.85,3.85,85,scattered clouds,0.0,400,3.85,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,5.06,5.06,82,overcast clouds,0.0,200,5.06,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,4.29,4.29,85,overcast clouds,0.0,200,4.29,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,5.96,5.96,95,moderate rain,1.0,-20,5.96,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,7.1,7.1,94,light rain,0.61,-10,7.1,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,9.56,9.56,83,overcast clouds,0.21,200,9.56,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,8.77,8.77,87,light rain,0.2,-10,8.77,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,6.6,6.6,94,overcast clouds,0.0,200,6.6,2024-11-30,,
Le Mans,48.0073849,0.1967849,2024-12-04,6.93,6.93,94,overcast clouds,0.0,200,6.93,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,0.52,0.52,92,scattered clouds,0.0,400,0.52,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,1.28,1.28,87,overcast clouds,0.0,200,1.28,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,1.14,1.14,86,overcast clouds,0.0,200,1.14,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,3.51,3.51,72,broken clouds,0.0,300,3.51,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,6.43,6.43,72,broken clouds,0.0,300,6.43,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,5.01,5.01,94,light rain,0.78,-10,5.01,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,4.95,4.95,91,light rain,0.31,-10,4.95,2024-11-30,,
Clermont-Ferrand,45.7774551,3.0819427,2024-12-04,3.55,3.55,88,overcast clouds,0.0,200,3.55,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,11.79,11.79,92,light rain,1.0,-10,11.79,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,9.72,9.72,68,overcast clouds,0.0,200,9.72,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,9.04,9.04,69,overcast clouds,0.0,200,9.04,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,8.72,8.72,71,overcast clouds,0.0,200,8.72,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,10.12,10.12,65,overcast clouds,0.0,200,10.12,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,9.74,9.74,70,overcast clouds,0.0,200,9.74,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,10.04,10.04,73,overcast clouds,0.0,200,10.04,2024-11-30,,
Brest,48.3905283,-4.4860088,2024-12-04,10.82,10.82,90,light rain,1.0,-10,10.82,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,5.81,5.81,74,broken clouds,0.0,300,5.81,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,4.83,4.83,77,clear sky,0.0,600,4.83,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,4.39,4.39,76,scattered clouds,0.0,400,4.39,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,5.66,5.66,65,overcast clouds,0.0,200,5.66,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,9.13,9.13,49,overcast clouds,0.0,200,9.13,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,9.62,9.62,49,clear sky,0.0,600,9.62,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,6.96,6.96,62,clear sky,0.0,600,6.96,2024-11-30,,
Aix-en-Provence,43.5298424,5.4474738,2024-12-04,6.04,6.04,64,clear sky,0.0,600,6.04,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,5.64,5.64,92,overcast clouds,0.0,200,5.64,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,4.45,4.45,94,overcast clouds,0.0,200,4.45,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,4.58,4.58,95,overcast clouds,0.0,200,4.58,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,5.74,5.74,90,light rain,0.38,-10,5.74,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,6.74,6.74,84,overcast clouds,0.0,200,6.74,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,6.34,6.34,85,overcast clouds,0.0,200,6.34,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,4.34,4.34,94,overcast clouds,0.0,200,4.34,2024-11-30,,
Amiens,49.8941708,2.2956951,2024-12-04,5.73,5.73,84,overcast clouds,0.0,200,5.73,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,1.9,1.9,91,overcast clouds,0.0,200,1.9,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,2.07,2.07,89,overcast clouds,0.0,200,2.07,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,1.19,1.19,92,broken clouds,0.0,300,1.19,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,3.97,3.97,87,overcast clouds,0.0,200,3.97,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,4.2,4.2,95,light rain,1.0,-10,4.2,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,5.0,5.0,95,overcast clouds,0.0,200,5.0,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,2.83,2.83,99,overcast clouds,0.0,200,2.83,2024-11-30,,
Limoges,45.8354243,1.2644847,2024-12-04,3.34,3.34,98,overcast clouds,0.0,200,3.34,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,3.53,3.53,98,light rain,0.27,-10,3.53,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,3.32,3.32,97,light rain,0.39,-10,3.32,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,3.02,3.02,98,light rain,0.32,-10,3.02,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,3.08,3.08,96,light rain,0.31,-10,3.08,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,4.95,4.95,86,light rain,0.37,-10,4.95,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,4.74,4.74,85,broken clouds,0.0,300,4.74,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,2.98,2.98,92,broken clouds,0.0,300,2.98,2024-11-30,,
Annecy,45.8992348,6.1288847,2024-12-04,1.31,1.31,93,scattered clouds,0.0,400,1.31,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,9.74,9.74,70,broken clouds,0.0,300,9.74,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,9.87,9.87,68,overcast clouds,0.0,200,9.87,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,10.01,10.01,72,overcast clouds,0.0,200,10.01,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,10.55,10.55,72,broken clouds,0.0,300,10.55,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,13.35,13.35,60,broken clouds,0.0,300,13.35,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,13.51,13.51,62,clear sky,0.0,600,13.51,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,12.35,12.35,67,clear sky,0.0,600,12.35,2024-11-30,,
Perpignan,42.6985304,2.8953121,2024-12-04,11.54,11.54,61,few clouds,0.0,500,11.54,2024-11-30,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-04,6.79,6.79,84,light rain,0.2,-10,6.79,2024-11-30,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-04,6.71,6.71,86,light rain,0.2,-10,6.71,2024-11-30,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-04,7.33,7.33,87,light rain,0.89,-10,7.33,2024-11-30,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-04,7.4,7.4,83,light rain,0.54,-10,7.4,2024-11-30,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-04,8.42,8.42,78,broken clouds,0.39,300,8.42,2024-11-30,,
Boulogne-sur-Mer,50.7259985,1.6118771,2024-12-04,7.62,7.62,85,broken clouds,0.0,300,7.62,2024-11-30,,
